query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents,evidence_codes,intersection
query_1,TRUE,4.1993330607205443e-16,3589,238,111,0.46638655462184875,0.030927835051546393,GO:0005576,GO:CC,extracellular region,16860,198,,"HDA,IBA,HDA TAS,IDA,HDA TAS,HDA TAS,HDA,HDA,HDA IBA TAS,HDA,IBA TAS,HDA,IBA,IDA HDA TAS,HDA TAS,HDA,IDA HDA TAS NAS,HDA IBA TAS NAS,HDA TAS,IDA HDA IBA,IDA HDA ISS IBA TAS,IBA TAS,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA IBA TAS,HDA,IDA HDA,HDA,IDA HDA IBA TAS,IDA HDA IBA TAS,HDA TAS,HDA,HDA,HDA,IDA HDA TAS,IBA,HDA TAS,IDA HDA IBA TAS NAS,IDA HDA IBA TAS,IDA HDA TAS,HDA,HDA,HDA,HDA,TAS,IDA HDA IBA TAS,IDA HDA IBA TAS NAS,HDA IBA,HDA,HDA,HDA,TAS,HDA,HDA,HDA TAS NAS,HDA TAS,IDA HDA TAS,IDA HDA TAS,ISS,IDA HDA IBA TAS,IMP HDA IBA TAS,HDA IBA TAS,HDA IBA TAS,HDA,HDA TAS,HDA,HDA,HDA,IDA HDA IBA TAS,HDA IBA TAS,HDA,HDA,HDA IBA,HDA TAS,HDA,HDA,IDA HDA IBA TAS,TAS,HDA,HDA IBA TAS,HDA,HDA,HDA IBA TAS,HDA,HDA,HDA,HDA,HDA TAS,HDA IBA TAS,HDA,HDA,HDA,IDA IBA,HDA,TAS,HDA,HDA,HDA,HDA IBA TAS,HDA TAS,HDA,HDA,HDA,HDA,HDA IBA NAS,IDA HDA IBA TAS,HDA","KRT5,SERPINB5,HSPG2,CSTA,JUP,COL12A1,PTPRF,PHGDH,COL5A1,PFN2,COL5A2,LY75,POSTN,S100A9,FBLN2,SLC2A1,FBLN1,SPARC,FABP5,SERPINF1,IGFBP2,MMP1,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,CTHRC1,GSTM2,VCAN,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,SERPINB4,LAMB2,CLEC3B,MMP2,THBS1,PRKCA,SPON1,NDRG1,CBR3,CNN2,QSOX1,ELANE,PLBD2,CNOT1,CALML3,SLC7A5,TNFAIP2,POP1,CTNND1,LAMC1,SFN,COMP,S100A8,DPYSL3,LTF,COL1A1,COL15A1,TNC,SLC16A1,LTBP1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,PDCD5,SERPINB3,S100A12,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,ELAPOR1,HMCN1,DSG2,PSAT1,LTBP4,RETN,CC2D1A,MARCKSL1,MYH10,DIPK2A,SLC1A5,PLIN2,CRYAB,ALDH3A1,HDGFL3,FMOD,BST1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
query_1,TRUE,1.5106402441283454e-10,3566,238,99,0.41596638655462187,0.027762198541783512,GO:0031982,GO:CC,vesicle,16860,1228,,"TAS,HDA,HDA,HDA TAS,HDA,HDA,HDA,HDA,HDA,HDA TAS,HDA,HDA,HDA,IDA TAS,HDA TAS,HDA,TAS,HDA,HDA,HDA TAS,IDA HDA TAS,HDA,HDA IBA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA TAS,HDA,HDA TAS,IDA HDA TAS,HDA,IDA HDA,TAS,IDA HDA TAS,IDA HDA TAS,TAS,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA TAS,ISS,IDA HDA IBA TAS,HDA,ISS,HDA,HDA TAS,HDA,HDA,IDA HDA TAS,HDA,HDA,HDA,HDA,HDA TAS,HDA,TAS,HDA,IDA HDA TAS,TAS,TAS,HDA,HDA,HDA,HDA,IDA HDA TAS,IBA,IBA,IDA HDA IBA,HDA,HDA,HDA,IDA,HDA TAS,HDA,HDA,HDA,IDA IBA,HDA,TAS,HDA,HDA TAS,IDA,HDA TAS NAS,HDA,IDA HDA,HDA,HDA,HDA TAS,HDA","PKP1,KRT5,HSPG2,JUP,COL12A1,PTPRF,PHGDH,PFN2,LY75,S100A9,FBLN2,SLC2A1,FBLN1,SPARC,FABP5,SERPINF1,GJA1,IGFBP2,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,GSTM2,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,THBS1,PRKCA,NDRG1,CNN2,QSOX1,ELANE,TSPAN14,PLBD2,CALML3,SLC7A5,CTNND1,LAMC1,SFN,COMP,S100A8,DPYSL3,LTF,COL15A1,PDLIM4,SLC16A1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,GOLGA5,PDCD5,SERPINB3,TRIP11,S100A12,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,YIF1B,NECAP1,ELAPOR1,HMCN1,DSG2,PSAT1,PKN1,RETN,CC2D1A,MARCKSL1,MYH10,DIPK2A,SLC1A5,ATP6V0A2,CRYAB,BST1,AKT1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
query_1,TRUE,5.984879936166251e-9,290,238,23,0.09663865546218488,0.07931034482758621,GO:0005788,GO:CC,endoplasmic reticulum lumen,16860,353,,"TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IDA,TAS","COL12A1,COL5A1,COL5A2,CKAP4,GPX7,VCAN,COL1A2,P3H1,LAMB2,THBS1,SPON1,QSOX1,TSPAN14,SERPINH1,LAMC1,COL1A1,COL15A1,TNC,LTBP1,COL4A2,VWA1,POGLUT1,CES1"
query_1,TRUE,4.1352127855098883e-7,50,238,10,0.04201680672268908,0.2,GO:0005604,GO:CC,basement membrane,16860,223,,"TAS,IBA,IDA IBA TAS,IDA TAS,IDA IPI TAS NAS,IDA TAS NAS,IBA TAS,ISO,IBA TAS,ISS","HSPG2,CCDC80,NID2,LAMA4,LAMB2,LAMC1,COL15A1,TNC,COL4A2,HMCN1"
query_1,TRUE,1.7301580629512578e-5,11983,238,204,0.8571428571428571,0.01702411749979137,GO:0043227,GO:CC,membrane-bounded organelle,16860,1879,,"IDA IBA TAS NAS,HDA,HDA TAS,IDA,IDA IMP HDA IBA TAS,HDA TAS,IDA IBA TAS,HDA,HDA,TAS,HDA,TAS,HDA,IDA,HDA TAS,HDA,HDA TAS,IDA IBA,HDA,IDA TAS,IDA ISS IBA TAS,IDA HDA IBA TAS,HDA IBA TAS,HDA,IDA ISS TAS,IDA IBA TAS,HDA,IDA IPI ISS IBA TAS,HDA TAS,IDA ISM IBA TAS,IDA HDA IBA TAS,IDA HDA TAS,IBA TAS,IDA HDA,IDA HDA IBA,IDA HDA IBA TAS,IDA,HDA,IDA TAS,HDA ISS,IDA HDA,TAS,HDA TAS,IDA,HDA,IDA HDA IBA TAS,HDA TAS,HDA,IDA HDA IBA TAS,HDA TAS,IDA HDA TAS,IDA IBA,IDA HDA ISS TAS,IBA TAS,IDA HDA TAS,TAS,IDA HDA,IDA,TAS,IDA HDA TAS,IDA HDA TAS,IBA,TAS,IDA IBA TAS,IDA IPI IBA TAS,HDA,IDA IBA TAS NAS,HDA,HDA,IDA HDA,IDA IBA TAS,IDA IBA TAS,IDA IBA TAS,IDA HDA IBA,HDA TAS,IDA IBA TAS NAS,HDA,HDA,IBA,HDA TAS,ISS,IDA IBA TAS,IDA IBA TAS NAS,IDA HDA IBA TAS,IDA,IDA IBA TAS,TAS,IDA,IDA ISS IBA TAS NAS,HDA TAS,IDA ISS,IBA,TAS,IDA HDA,TAS,IDA HDA TAS,IDA HDA,IDA HDA IBA,HDA IBA TAS,IDA HDA TAS,HDA TAS,ISS IBA,IDA IBA TAS NAS,HDA TAS,IDA HDA TAS,IDA IBA TAS IC,IDA,HDA,IDA HDA IBA TAS,IDA IBA,IDA,IDA IBA TAS NAS,HDA,IDA IBA TAS,TAS,IDA IBA TAS,IDA,IDA IBA TAS NAS,IDA HDA IBA,IDA IBA TAS NAS,IDA HDA TAS,IDA ISS IBA TAS NAS,IDA IBA TAS,IDA TAS,IDA IBA TAS,IDA HDA IBA,IBA,IDA IPI HDA IBA TAS NAS,HDA,IDA HDA TAS,IBA,IDA ISS,HDA,IDA HDA TAS,HDA,IDA IBA TAS,IDA IBA,IBA,IDA IPI IBA TAS,IDA HDA IBA,IDA IBA TAS,IBA,IDA IBA TAS NAS,HDA,IDA HDA,IBA,IDA ISS IBA TAS NAS,HDA,TAS,IDA,IDA IPI IBA TAS,IDA IBA,IDA IPI IBA TAS NAS,IDA TAS,HDA TAS,IBA,IBA,IDA IMP IBA TAS NAS,IDA HDA IBA,HDA,IDA,IDA IPI ISS IBA TAS,HDA,IDA IBA TAS,IDA IBA TAS,IDA IBA,IDA,HDA,IDA HDA IBA,IDA,TAS,IDA HDA IBA TAS NAS,IDA HDA IBA TAS,IDA,IDA IPI IBA TAS NAS,IDA IBA,IDA IBA TAS,IDA IBA,TAS,IDA TAS,IDA ISS IBA,HDA TAS,IDA IBA TAS NAS,IDA TAS,IDA TAS,HDA TAS NAS,IDA,HDA,IDA IBA,IDA IBA TAS,IDA TAS,IDA HDA,HDA,IDA,IDA IBA TAS NAS,HDA,IDA IBA,IDA IPI IBA TAS NAS,IDA IBA,IDA HDA TAS,HDA ISS,ISS,IDA IBA TAS,IDA IPI ISS IBA TAS NAS","PKP1,KRT5,HSPG2,CSTA,JUP,COL12A1,BID,PTPRF,PHGDH,COL5A1,PFN2,COL5A2,LY75,POSTN,S100A9,FBLN2,SLC2A1,TMTC3,FBLN1,SPARC,ATP2C1,FABP5,CYB5R2,SERPINF1,GJA1,PIR,IGFBP2,MCM3,BLMH,EBP,CKAP4,TFRC,PTPN12,DLG1,VTA1,PSMB5,UCHL1,NID2,GPX7,NHERF1,GSTM2,VCAN,COL1A2,ABCB10,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,BRIX1,THBS1,TNPO2,PRKCA,SPON1,NDRG1,CBR3,CNN2,QSOX1,ELANE,GAMT,TSPAN14,TP53BP1,MSH2,PLBD2,SERPINH1,CNOT1,CALML3,SLC7A5,FUS,PARP1,POP1,CTNND1,LAMC1,MRPL9,SFN,COMP,CLMN,S100A8,DPYSL3,RNMT,KPNA4,LTF,RNASEH2A,CYP2S1,COL1A1,WDR26,INTS13,COL15A1,PDLIM4,TSPYL5,TNC,SLC16A1,LTBP1,PRCP,AKR1C3,TMA16,PLOD2,MPO,COL4A2,FKBP9,KPNA2,VWA1,ARL3,PPIH,POGLUT1,AEBP1,HSPH1,UBXN7,TMEM167A,EXOSC3,KRT16,GOLGA5,PLP2,FXR1,CRKL,PRPF3,PDCD5,OXCT1,SERPINB3,KPNA1,TRIP11,S100A12,RNF40,HSPB1,UBE2H,RBBP7,ANGPTL2,PSMB6,PPP2R5A,MVK,ALCAM,PRTN3,ASRGL1,CES1,YIF1B,NECAP1,SSRP1,ELAPOR1,THOC6,RBM26,WTAP,HMCN1,DSG2,IREB2,SMARCC1,PSAT1,SETD3,UMPS,NELFB,PKP3,MT-ND5,PKN1,RETN,CHM,UBAP2,COG2,CC2D1A,MARCKSL1,PALLD,EIF4A3,MYH10,SIRT5,HACL1,DIPK2A,CCDC134,SLC1A5,PPP1CC,NUDT1,PLIN2,ATP6V0A2,CRYAB,ALDH3A1,SF3B4,NPM3,RFC4,HDGFL3,FMOD,TMPO,VRK2,BST1,HDAC1,HAT1,AKT1,ATP6AP1,GPN1,CBR1,MT1X,PPP1R8,MFN1,DSC2,CD248,ADI1,MTA2,PZP,BMP2K,PIGS,IRF2BP1,MIF,ARPC1A,FKBP7,TSN,MCM4"
query_1,TRUE,2.6420732251710575e-5,10755,238,189,0.7941176470588235,0.017573221757322177,GO:0005737,GO:CC,cytoplasm,16860,309,,"IBA TAS,IDA ISS TAS,IDA,TAS,IDA IBA TAS,IMP ISS IBA TAS,TAS,TAS,IDA IBA TAS,TAS,TAS,IBA,TAS,IDA,IDA IBA TAS,TAS,IDA TAS,IDA IBA,IDA TAS,IDA ISS IBA TAS,IDA IBA TAS,IBA TAS,IDA ISS TAS,IDA,IDA,IDA IBA TAS,IDA ISM IBA TAS,IDA IBA TAS,IDA TAS,IBA TAS,IDA TAS,IDA IBA TAS,IDA TAS,IDA ISS IBA TAS,IDA TAS,IDA,IDA TAS,TAS,TAS,IDA,IDA IBA,IDA IBA TAS,IDA IBA TAS,IDA TAS,IDA IBA TAS,IDA,TAS,IDA TAS,IDA TAS,IDA ISS TAS,IBA TAS,IDA IBA TAS NAS,IDA HDA ISS TAS,TAS,IDA IBA TAS,IDA TAS,TAS,IDA TAS,IDA TAS,IBA TAS,TAS,IDA,IDA IBA TAS NAS,IDA HDA ISS IBA TAS,IDA,IBA,IDA,IDA IMP IBA,TAS,IDA IBA TAS NAS,IDA IBA TAS,IBA,IDA TAS,ISS IBA TAS,TAS NAS,IDA IMP IBA TAS,IDA,IDA IBA TAS,IBA TAS,IDA,IDA ISS,TAS,IDA ISS IBA,TAS,IDA IPI ISS IBA TAS,TAS,TAS,IDA IBA TAS,IBA TAS,IDA TAS,IDA TAS,TAS,ISS IBA,IDA TAS NAS,TAS,IDA IBA,IDA IBA TAS,IDA ISS IBA TAS,IDA IBA,IBA TAS,IDA,IDA IBA TAS,IDA TAS,IDA,IDA IBA TAS NAS,TAS,IDA IBA TAS,TAS,IDA IMP IBA TAS,IDA TAS,IDA,HDA IBA,IDA IBA TAS NAS,IDA TAS,IDA TAS NAS,IDA IBA TAS,IDA IBA TAS,IDA IBA TAS,TAS,IDA,IDA TAS,IDA ISS IBA TAS,IDA ISS IBA TAS,IDA TAS,IDA ISS IBA TAS,IDA IBA,IDA IBA TAS,IDA IBA,IBA TAS,IDA IBA,ISS,ISS,IBA TAS NAS,IDA,IDA,IDA IBA TAS,IDA,IDA TAS,IDA,IDA,IBA,IDA IPI IBA TAS NAS,IDA TAS,TAS,IDA IBA,IDA IMP IBA TAS,ISS IBA,IDA IMP IBA TAS NAS,IDA,IBA,IDA,IDA TAS,IDA IMP IBA TAS,IDA IBA TAS,IDA IBA TAS,IDA IBA,IDA,IDA IBA,IDA IBA TAS,IDA IBA TAS,IBA TAS,HDA IBA TAS NAS,IDA IBA TAS,IDA IBA,IDA IBA TAS,IDA ISS IBA TAS,IDA IBA,ISS,TAS,IBA TAS,IDA,TAS,IDA TAS,IDA ISS TAS NAS,TAS NAS,IDA,IDA IBA TAS,TAS,IDA IBA TAS,IDA IBA,IDA TAS,IDA,IDA TAS,IBA,IDA IPI IBA TAS NAS,IDA TAS,TAS,ISS,IDA IBA TAS","PKP1,KRT5,SERPINB5,HSPG2,CSTA,JUP,COL12A1,KRT17,BID,PHGDH,COL5A1,PFN2,COL5A2,POSTN,S100A9,RCC2,SLC2A1,TMTC3,SPARC,ATP2C1,FABP5,CYB5R2,GJA1,PIR,MCM3,BLMH,EBP,CKAP4,TFRC,PTPN12,DLG1,VTA1,PSMB5,UCHL1,GPX7,NHERF1,GSTM2,VCAN,COL1A2,ABCB10,TXNL1,P3H1,PRKAR2B,GSTM3,CTSG,SERPINB4,LAMB2,CLEC3B,TPM1,THBS1,TNPO2,GCLM,PRKCA,SPON1,NDRG1,CBR3,CNN2,QSOX1,ELANE,GAMT,TSPAN14,TP53BP1,SERPINH1,CNOT1,SLC7A5,TNFAIP2,PARP1,CTNND1,LAMC1,MRPL9,SFN,CLMN,S100A8,DPYSL3,KPNA4,LTF,RNASEH2A,CYP2S1,COL1A1,WDR26,INTS13,COL15A1,PDLIM4,TNC,RRM1,LTBP1,PRCP,AKR1C3,PLOD2,GSTM4,MPO,COL4A2,FKBP9,KPNA2,VWA1,ARL3,PPIH,LMOD1,LTN1,CTPS1,POGLUT1,HSPH1,UBXN7,TMEM167A,EXOSC3,KRT16,GOLGA5,PLP2,FXR1,CRKL,PRPF3,PDCD5,OXCT1,SERPINB3,KPNA1,TRIP11,S100A12,HSPB1,UBE2H,RBBP7,PSMB6,PPP2R5A,MVK,PRTN3,ASRGL1,PRXL2A,CES1,YIF1B,NECAP1,ELAPOR1,WTAP,HMCN1,IREB2,SMARCC1,LRRC1,PSAT1,SETD3,UMPS,NELFB,ZC3HAV1L,PKP3,MT-ND5,PKN1,RETN,TTLL12,CHM,UBAP2,COG2,CC2D1A,MARCKSL1,PALLD,EIF4A3,MYH10,SIRT5,HACL1,DIPK2A,CCDC134,ELP1,PPP1CC,NUDT1,PLIN2,ATP6V0A2,GMPS,CRYAB,SPTB,ALDH3A1,NPM3,HDGFL3,FMOD,PRPS1,VRK2,BST1,HDAC1,AKT1,ATP6AP1,GPN1,GLTP,CBR1,ASNS,MT1X,MFN1,DSC2,ADI1,BMP2K,PIGS,MIF,ARPC1A,FKBP7,TSN"
query_1,TRUE,5.8417877477018685e-5,12730,238,211,0.8865546218487395,0.01657501963864886,GO:0043226,GO:CC,organelle,16860,1878,,"IDA IBA TAS NAS,IDA HDA IBA TAS,HDA TAS,IDA,IDA IMP HDA ISS IBA TAS,HDA TAS,IDA IBA,IDA IBA TAS,HDA,HDA,TAS,HDA,TAS,HDA,IDA,HDA TAS,IDA,HDA,IDA HDA TAS,IDA IBA,HDA,IDA TAS,IDA ISS IBA TAS,IDA HDA ISS IBA TAS,HDA IBA TAS,HDA,IDA ISS TAS,IDA IBA TAS,HDA,IDA IPI HDA ISS IBA TAS,HDA TAS,IDA ISM IBA TAS,IDA HDA IBA TAS,IDA HDA TAS,IBA TAS,IDA HDA IBA,IDA HDA IBA,IDA HDA IBA TAS,IDA,HDA,IDA TAS,HDA ISS TAS,IDA HDA,TAS,HDA TAS,IDA,HDA,IDA HDA IBA TAS,IDA HDA TAS,HDA,IDA HDA IBA TAS,HDA TAS,IDA HDA TAS,IDA IBA TAS,IDA IBA,IDA HDA ISS TAS,IBA TAS,IDA HDA TAS,TAS,IDA HDA,IDA,IDA IBA TAS,IDA HDA TAS,IDA HDA TAS,IBA,TAS,IDA IBA TAS,IDA IPI HDA IBA TAS,HDA,IDA IBA TAS NAS,IDA HDA ISS IBA,HDA,IDA HDA,IDA IBA TAS,IDA IMP HDA IBA TAS,IDA IBA TAS,IDA HDA IBA,HDA TAS,IDA IBA TAS NAS,HDA,HDA,IBA,IDA HDA TAS,ISS,IDA IBA TAS,IDA IBA TAS NAS,IDA HDA IBA TAS,IDA,IDA IBA TAS,TAS,IDA,IDA ISS IBA TAS NAS,HDA TAS,IDA ISS IBA,IBA,TAS,IDA HDA,TAS,IDA HDA TAS,IDA HDA,IDA HDA IBA,HDA IBA TAS,IDA HDA TAS,HDA TAS,ISS IBA,IDA IBA TAS NAS,HDA TAS,IDA HDA IBA TAS,IDA IBA TAS IC,IDA ISS IBA,IDA,IDA,HDA,IDA HDA IBA TAS,IDA IBA,IDA,IDA IMP IBA TAS NAS,IDA HDA IBA NAS,IDA IBA TAS,IDA IBA,TAS,IDA ISS IBA TAS,IDA,IDA IBA TAS NAS,IDA HDA IBA,IDA IBA TAS NAS,IDA HDA TAS,IDA ISS IBA TAS NAS,IDA IBA TAS,IDA TAS,IDA IBA TAS,IDA HDA IBA TAS,IBA,IDA IPI HDA IBA TAS NAS,HDA,IDA HDA TAS,IDA ISS IBA,IDA ISS,HDA,IDA HDA TAS,HDA,IDA IBA TAS,IDA IBA,IBA,IDA IPI IBA TAS,IDA HDA IBA,IDA IBA TAS,IBA,IDA IBA TAS NAS,HDA,IDA HDA,IBA,IDA HDA ISS IBA TAS NAS,HDA,TAS,IDA,IDA IPI IBA TAS,IDA IBA,IDA IPI IBA TAS NAS,IDA TAS,HDA TAS,IBA,ISS IBA,IDA IMP IBA TAS NAS,IDA HDA IBA,HDA,IDA,IDA IPI ISS IBA TAS,IDA HDA IBA NAS,IDA IBA TAS,IDA IBA TAS,IDA IBA,IDA,HDA,IDA HDA IBA,IDA,IDA IBA TAS,IDA HDA IBA TAS NAS,IDA HDA IBA TAS,IDA IBA TAS,IDA,IDA IPI IBA TAS NAS,IDA IBA,IDA IPI IBA TAS,IDA IBA,TAS,IDA TAS,IDA ISS IBA,HDA TAS,IDA HDA IBA TAS NAS,IDA HDA TAS,IDA TAS,HDA TAS NAS,IDA,HDA,IDA IBA,IDA IBA TAS,IDA TAS,IDA HDA,HDA,IDA,IDA HDA IBA TAS NAS,HDA,IDA IBA,IDA IPI IBA TAS NAS,IDA IBA,IDA HDA TAS,HDA ISS IBA TAS,ISS,IDA IBA TAS,IDA IPI HDA ISS IBA TAS NAS","PKP1,KRT5,HSPG2,CSTA,JUP,COL12A1,KRT17,BID,PTPRF,PHGDH,COL5A1,PFN2,COL5A2,LY75,POSTN,S100A9,RCC2,FBLN2,SLC2A1,TMTC3,FBLN1,SPARC,ATP2C1,FABP5,CYB5R2,SERPINF1,GJA1,PIR,IGFBP2,MCM3,BLMH,EBP,CKAP4,TFRC,PTPN12,DLG1,VTA1,PSMB5,UCHL1,NID2,GPX7,NHERF1,GSTM2,VCAN,COL1A2,ABCB10,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,TPM1,BRIX1,THBS1,TNPO2,PRKCA,SPON1,NDRG1,CBR3,CNN2,QSOX1,ELANE,GAMT,TSPAN14,TP53BP1,MSH2,PLBD2,SERPINH1,CNOT1,CALML3,SLC7A5,FUS,PARP1,POP1,CTNND1,LAMC1,MRPL9,SFN,COMP,CLMN,S100A8,DPYSL3,RNMT,KPNA4,LTF,RNASEH2A,CYP2S1,COL1A1,WDR26,INTS13,COL15A1,PDLIM4,TSPYL5,TNC,SLC16A1,LTBP1,PRCP,AKR1C3,TMA16,PLOD2,MPO,COL4A2,FKBP9,KPNA2,VWA1,ARL3,PPIH,LMOD1,LTN1,POGLUT1,AEBP1,HSPH1,UBXN7,TMEM167A,EXOSC3,KRT16,GOLGA5,CNN1,PLP2,FXR1,CRKL,PRPF3,PDCD5,OXCT1,SERPINB3,KPNA1,TRIP11,S100A12,RNF40,HSPB1,UBE2H,RBBP7,ANGPTL2,PSMB6,PPP2R5A,MVK,ALCAM,PRTN3,ASRGL1,CES1,YIF1B,NECAP1,SSRP1,ELAPOR1,THOC6,RBM26,WTAP,HMCN1,DSG2,IREB2,SMARCC1,PSAT1,SETD3,UMPS,NELFB,PKP3,MT-ND5,PKN1,RETN,CHM,UBAP2,COG2,CC2D1A,MARCKSL1,PALLD,EIF4A3,MYH10,SIRT5,HACL1,DIPK2A,CCDC134,SLC1A5,PPP1CC,NUDT1,PLIN2,ATP6V0A2,CRYAB,SPTB,ALDH3A1,SF3B4,NPM3,RFC4,HDGFL3,FMOD,TMPO,VRK2,BST1,HDAC1,HAT1,AKT1,ATP6AP1,GPN1,CBR1,MT1X,PPP1R8,MFN1,DSC2,CD248,ADI1,MTA2,PZP,BMP2K,PIGS,IRF2BP1,MIF,ARPC1A,FKBP7,TSN,MCM4"
query_1,TRUE,8.110448056631786e-5,33,238,7,0.029411764705882353,0.21212121212121213,GO:0005581,GO:CC,collagen trimer,16860,201,,"TAS NAS,IMP IBA TAS NAS,IMP IBA NAS,IDA IPI IMP IBA TAS,IDA IPI IMP IBA,TAS,IBA TAS","COL12A1,COL5A1,COL5A2,COL1A2,COL1A1,COL15A1,COL4A2"
query_1,TRUE,1.5677278863556534e-4,317,238,18,0.07563025210084033,0.056782334384858045,GO:0034774,GO:CC,secretory granule lumen,16860,1567,,"TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IDA TAS,TAS,TAS","JUP,S100A9,SPARC,FABP5,CTSG,CLEC3B,THBS1,CNN2,QSOX1,ELANE,S100A8,LTF,MPO,SERPINB3,S100A12,PRTN3,RETN,MIF"
query_1,TRUE,1.7176744414790262e-4,319,238,18,0.07563025210084033,0.05642633228840126,GO:0060205,GO:CC,cytoplasmic vesicle lumen,16860,2286,,"TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IDA TAS,TAS,TAS","JUP,S100A9,SPARC,FABP5,CTSG,CLEC3B,THBS1,CNN2,QSOX1,ELANE,S100A8,LTF,MPO,SERPINB3,S100A12,PRTN3,RETN,MIF"
query_1,TRUE,1.797437997230304e-4,320,238,18,0.07563025210084033,0.05625,GO:0031983,GO:CC,vesicle lumen,16860,1229,,"TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,TAS,IDA TAS,TAS,TAS","JUP,S100A9,SPARC,FABP5,CTSG,CLEC3B,THBS1,CNN2,QSOX1,ELANE,S100A8,LTF,MPO,SERPINB3,S100A12,PRTN3,RETN,MIF"
query_1,TRUE,3.1967677147892775e-4,4051,238,90,0.37815126050420167,0.02221673660824488,GO:0012505,GO:CC,endomembrane system,16860,687,,"TAS,TAS,TAS,TAS,TAS,TAS,IDA,TAS,TAS,IDA IBA,IDA TAS,IDA ISS IBA TAS,TAS,TAS,ISS TAS,IDA ISM IBA TAS,IDA IBA TAS,IDA TAS,IDA,IBA,IDA TAS,IDA,TAS,TAS,IDA IBA TAS,IDA TAS,TAS,TAS,IDA ISS TAS,IDA,TAS,IDA,TAS,IDA TAS,IDA TAS,TAS,IDA IBA TAS NAS,IDA,TAS,IBA,TAS,ISS,IDA,IDA IBA TAS,IDA TAS,TAS,TAS,ISS,TAS,TAS,TAS,IBA TAS,IDA TAS,TAS,ISS IBA,IDA,TAS,IDA,IDA IBA,IDA,IDA,IDA IBA TAS,TAS,IDA,TAS,TAS,IDA IBA TAS,TAS,IDA TAS,IDA IBA TAS,IDA IBA,IDA IBA,IDA,IDA,TAS,IDA IMP IBA TAS NAS,IDA IBA,TAS,TAS NAS,IDA,TAS,IDA TAS,IDA ISS,TAS,TAS NAS,IDA,IDA IPI IBA TAS NAS,TAS,ISS,IDA","PKP1,HSPG2,JUP,COL12A1,COL5A1,COL5A2,POSTN,S100A9,SLC2A1,TMTC3,SPARC,ATP2C1,FABP5,CYB5R2,GJA1,EBP,CKAP4,TFRC,DLG1,VTA1,GPX7,GSTM2,VCAN,COL1A2,P3H1,CTSG,LAMB2,CLEC3B,THBS1,PRKCA,SPON1,NDRG1,CNN2,QSOX1,ELANE,TSPAN14,SERPINH1,PARP1,LAMC1,CLMN,S100A8,DPYSL3,KPNA4,LTF,CYP2S1,COL1A1,COL15A1,PDLIM4,TNC,LTBP1,PRCP,PLOD2,MPO,COL4A2,FKBP9,KPNA2,VWA1,ARL3,POGLUT1,UBXN7,TMEM167A,GOLGA5,PLP2,FXR1,SERPINB3,KPNA1,TRIP11,S100A12,PRTN3,CES1,YIF1B,ELAPOR1,WTAP,PKN1,RETN,COG2,DIPK2A,PLIN2,ATP6V0A2,ALDH3A1,FMOD,TMPO,VRK2,BST1,ATP6AP1,DSC2,PIGS,MIF,FKBP7,TSN"
query_1,TRUE,0.001778728837902705,20,238,5,0.02100840336134454,0.25,GO:0098644,GO:CC,complex of collagen trimers,16860,3228,,"IMP IBA TAS NAS,IMP IBA NAS,IDA IPI IMP IBA TAS,IDA IPI IMP IBA,IBA TAS","COL5A1,COL5A2,COL1A2,COL1A1,COL4A2"
